Company,Link,Description
Software Heritage,https://www.softwareheritage.org,"Software Heritage is an archival project for source code and its development history. Its long-term mission is to collect, preserve, and share our entire Software Commons, that is the body of knowledge expressed as publicly available software source code.
Software Heritage archive both source code and the associated development history, as it is captured by modern version control system. The data model is a Merkle DAG, where all source code artifacts—file contents, directories, commits, etc.—are thoroughly deduplicated, reducing storage requirements.
The Software Heritage archive is already the largest of its kind, having archive more than 5 billion unique source code files and more than 1 billion unique commits coming from more than 80 million software projects. The archive crawls periodically forges like GitHub and GitLab.com, distributions like Debian, and package managers like PyPI. The archive is accessible via a Web UI as well as a Web API.
The archive serves various different use cases, ranging from preservation of our cultural heritage for posterity to scientific research on ""big code"" analysis, from business needs of tracking software provenance to educational purposes in computer science curricula.
Software Heritage is a non-profit endeavor committed to transparency; all the source code developed for the needs of the project itself is free software available from the project forge."
SPDX (Software Product Data Exchange),https://spdx.org/,"Develop and promote adoption of a specification to enable any party in a software supply chain, from the original author to the final end user, to accurately communicate the licensing information for any piece of copyrightable material that such party may create, alter, combine, pass on, or receive, and to make such information available in a consistent, understandable, and re-usable fashion, with the aim of facilitating license and other policy compliance."
strace,https://strace.io,"strace is a diagnostic, debugging and instructional userspace utility with a traditional command-line interface for Linux. It is used to monitor and tamper with interactions between processes and the Linux kernel, which include system calls, signal deliveries, and changes of process state. The operation of strace is made possible by the kernel feature known as ptrace.
strace is one of the longest running free software projects and started even before Linux started.
strace is an important tool for debugging and tracing deployed on most Linux distributions with a small community of active contributors."
Submitty,http://submitty.org,"Submitty is an open source programming assignment submission system with secure and automated testing, automated grading, and efficient manual TA/instructor grading & additional tools for overall course management. Submitty was launched by the Rensselaer Center for Open Source Software (RCOS) in 2014.
The Submitty project is hosted on GitHub. https://github.com/Submitty/
Key Features
Secure testing of many languages: Python, C/C++, Java, Scheme, Prolog, SPIM, and anything available on GNU / Linux!
Customizable automated grading with immediate feedback to students
Advanced grading tools: static analysis, JUnit, code coverage, memory debuggers, graphics screenshots and image difference tools, etc.
Student upload by drag-and-drop, zip upload, or version control
Correct mistakes through multiple submissions, flexible ``late day’’ policy, hidden tests
Interface for complementary instructor/TA manual grading, regrade requests, overall grade summaries
Instructors have full access to logs for debugging, and to launch batch regrading
Scales to multiple courses with thousands of students
Supports multiple instructors and TAs per course
Open-source, free to use, install on your own hardware, or VPS
Discussion forum, integrated notifications, and email alerts
Plagiarism detection
In the Fall 2018 term, Submitty was used by 2000+ students in 15 courses in the RPI Computer Science department. The largest class, Computer Science I, had more than 780 students, and 14 TAs. The courses using Submitty cover the full spectrum of the undergraduate and graduate curriculum from introductory programming courses, intermediate and advanced theory courses, popular junior/senior electives with team projects and written reports, and specialized advanced topics graduate courses.
The Submitty team will again present our work at the ACM SIGCSE conference in February/March 2019. Submitty has been used at a half dozen other universities and we aim to grow to more users and developers."
Sugar Labs,https://sugarlabs.org,"Sugar is an activity-focused, open-source learning platform for children. Collaboration, reflection, and discovery are integrated directly into the user interface. Through Sugar's clarity of design, children and teachers have the opportunity to use computers on their own terms. Students can reshape, reinvent, and reapply both software and content into powerful learning activities. Sugar's focus on sharing, criticism, and exploration is grounded in the culture of free software (FLOSS).
At Sugar Labs, we make a collection of tools that learners use to explore, discover, create, and reflect. We are non-profit and led by volunteers. We distribute these tools freely and encourage our users to appropriate them, taking ownership and responsibility for their learning. Sugar Labs, a volunteer-driven, non-profit organization, had its origins in the One Laptop per Child project and is now a member project of the Software Freedom Conservancy. The mission of Sugar Labs is to support the Sugar community of users and developers and establish regional, autonomous “Sugar Labs” around the world to help learners “learn how to learn” by tailoring Sugar to local languages and curricula."
Swift,https://swift.org,"Swift is a cross-platform and cross-domain programming language that has quickly become one of the fastest growing languages in history. The goals for Swift are ambitious: we want to make programming simple things easy, and difficult things possible.
Swift is built on LLVM, with the entire compiler stack being open source. Further, all changes to the language part of an open evolution process with the community.
The Swift project also encompasses a variety of tooling initiatives to accompany the language, including a package manager and IDE integration facilities."
SymbiFlow,https://symbiflow.github.io,"SymbiFlow is a group of projects aiming to dramatically broaden the outreach of FPGA platforms and lower entry barriers into FPGA development for both professional engineers and hobbyists by providing a completely FOSS flow for developing FPGA IP.
We believe FPGAs are an exciting and versatile development platform that could be used for addressing a variety of complex tasks, from flexible parallel I/O, through camera interfacing, low-latency machine learning, hardware glue logic to general hardware-accelerated parallel processing, in a much broader number of scenarios than today. A big roadblock to wider adoption are the specific tools that need to be learned on a per-vendor basis and their proprietary licensing.
By working to implement a vendor neutral and modular flow that is easy to integrate with various types of other tools, and more closely corresponds to a development experience known to the wider software development community ever since GCC was created, SymbiFlow is meant to drastically accelerate software-driven innovation in FPGA development.
SymbiFlow is already enabling new tools, development platforms and communities that build around the end-to-end open flow that is already working for some platforms. But there is still a lot of work ahead!
To achieve SymbiFlow's goal of a complete FOSS FPGA toolchain, a number of tools and projects are necessary to provide all the needed components of an end-to-end flow. Thus, SymbiFlow serves as an umbrella project for several activities, the central of which pertains to the creation of so-called FPGA ""architecture definitions"", i.e. documentation of how specific FPGAs work internally.
Those definitions and serve as input to open source backend tools like nextpnr and Verilog to Routing, and frontend tools like Yosys. They are created within separate collaborating projects targeting different FPGAs - Project X-Ray for Xilinx 7-Series, Project IceStorm for Lattice iCE40 and Project Trellis for Lattice ECP5 FPGAs."
SymPy,https://www.sympy.org/,SymPy is a Python library for symbolic mathematics. It aims to become a full-featured computer algebra system (CAS) while keeping the code as simple as possible in order to be comprehensible and easily extensible. SymPy is written entirely in Python.
Synfig,https://www.synfig.org/,"About
Synfig is a 2D open-source animation software. It is capable to produce vector artwork and also can work with bitmap images.
The main concept of Synfig is ""tweening"" - you can define object positions or shapes of vector objects at certain points of time and program will interpolate in-between frames automatically. You can also use bones to control your animation on higher level.
With Synfig you can easily create motion graphics and cut-out animations for product explanation videos, tutorial videos, and more.
Main features
- Vector tweening Transform any vector shape into another! Synfig gives you powerful tools to control every vertex of your vector artwork. Just set the key positions and inbetween frames will be calculated automatically.
- Layers and Filters Synfig provides 50+ layers to create artwork and animation of any complexity. Choose from various layer types: geometric, gradients, filters, distortions, transformations, fractals and others.
- Bones A bone system allows to create cutout animation using bitmap images or control your vector artwork. With an additional Skeleton Distortion layer it is possible to apply complex deformations to bitmap artwork.
- Linking elements You can link parameters of various layers – directly or through mathematical expressions. This allows you to create advanced character puppets and other dynamic structures.
Examples of works created with Synfig
Morevna Episode 3
Polar Detective
Synfig Promo Video
Demo Reel by VanChatto
The Deadline
Pluto takes life"
syslog-ng,https://www.syslog-ng.com/,"Open source log management solution with over a million users worldwide. Why syslog-ng?
With syslog-ng, you can collect logs from wide range of sources, process them in near real-time and deliver them to a wide variety of destinations.
syslog-ng allows you to flexibly collect, parse, classify, and correlate logs from across your infrastructure (even from routers, embedded systems) and store or route them to log analysis tools.
By integrating with big data tools it is possible to deliver log messages to kafka and elasticsearch, even store logs in hdfs.
Support for common inputs
syslog-ng not only supports legacy BSD syslog (RFC3164) and the enhanced RFC5424 protocols but also JavaScript Object Notation (JSON) and journald message formats.
Flexible data extraction
Working with unstructured data? That's not a problem: syslog-ng comes with a set of built-in parsers, which you can combine to build very complex things.
Simplify complex log data
Even if you need to collect logs from a diverse range of sources, syslog-ng's patterndb allows you to correlate events together and transform them into a unified format.
Databases destinations
If you need to store your log messages in a database, you don't need to look any further! We have SQL (MySQL, PostgreSQL,Oracle), MongoDB. We also support inserting messages into Redis.
Message queue support
syslog-ng supports the Advanced Message Queuing Protocol (AMQP) and the Simple Text Oriented Messaging Protocol (STOMP) too, with more in the pipeline.
HTTP/REST support syslog-ng supports sending messages to HTTP/REST services natively
Support language bindings
Want to deliver log messages to new system, that is not supported by any of the log management systems, then you can easily integrate it with syslog-ng by few lines of Python code implementing new destination. Not only destinations could be implement, but other items of the processing pipeline (e.g.: filter, parser, etc) and not only in Python language but also in Java."
TensorFlow,https://www.tensorflow.org,"TensorFlow™ is an open source software library for high performance numerical computation. Its flexible architecture allows easy deployment of computation across a variety of platforms (CPUs, GPUs, TPUs), and from desktops to clusters of servers to mobile and edge devices. Originally developed by researchers and engineers from the Google Brain team within Google’s AI organization, it comes with strong support for machine learning and deep learning and the flexible numerical computation core is used across many other scientific domains."
The Apache Software Foundation,https://www.apache.org,"The Foundation provides an established framework for intellectual property and financial contributions that simultaneously limits contributors potential legal exposure. Through a collaborative and meritocratic development process, Apache projects deliver enterprise-grade, freely available software products that attract large communities of users. The pragmatic Apache License makes it easy for all users, commercial and individual, to deploy Apache products."
The Center for Connected Learning and Computer-Based Modeling,http://ccl.northwestern.edu/netlogo,"What Is It?
NetLogo is a programming environment that helps everyday people to do science and programming. NetLogo has found a variety of uses around the world, from being used as a tool for helping to teach science in classrooms, to being an introductory programming environment, to enabling researchers worldwide to build computational models without needing extensive programming knowledge.
Today there are two major versions of NetLogo, the desktop version which is built in Scala and runs on the JVM, and NetLogo Web, which is built in Scala and CoffeeScript and runs in any modern web browser.
Who Made It?
NetLogo is authored by Prof. Uri Wilensky, who heads Northwestern University's Center for Connected Learning and Computer-Based Modeling (CCL). The CCL includes software engineers, educational researchers, curriculum developers, and students at Northwestern University all working together to design and develop creative technologies that deepen learning.
The CCL is funded by Northwestern University, the National Science Foundation, and a few commercial sponsors."
The Eclipse Foundation,http://www.eclipse.org,"Eclipse is an open source community that's focused around key principles of transparency, openness, and vendor neutrality. Transparency is a relatively easy concept to understand: the work that we do is done in a manner that can be observed by anybody with an interest. While many open source organizations regard openness as a synonym for transparency, the Eclipse community defines openness as a project team being open to new ideas, and inviting others to participate. Vendor neutrality ensures that no single vendor can dominate a project and that everybody plays by the same set of rules (a so-called ""level playing field"").
Naturally, Eclipse projects are also all about the code. With over 350 open source projects covering a diverse set of of technologies, there's something here for everybody.
Eclipse projects build technology in areas such as Internet of Things, Programming Languages and IDE, and Runtimes and Jakarta EE.
For those students interested in research, we have an entire working group focused on Science where researchers from some of the world's most prestigious labs do open source development to support their research areas.
You've probably heard about our market-leading software development tools; we have that, and so much more..."
The GNU Project,http://www.gnu.org,"GNU is an operating system that is free software—that is, it respects users' freedom. The GNU operating system consists of GNU packages (programs specifically released by the GNU Project) as well as free software released by third parties. The development of GNU made it possible to use a computer without software that would trample your freedom."
The Honeynet Project,https://honeynet.org/,"Founded in 1999, The Honeynet Project is an international, non-profit (501c3) research organization dedicated to improving the security of the Internet at no cost to the public.
Our achievements are based on the principles of open source and volunteer efforts, with all software or papers created being licensed as open source and made freely available to the community.
We help coordinate the development, deployment, advancement and analyze the findings of honeypot and anti-malware related technologies. With over 45 international chapters, 350 members and 30 open source research projects around around the world, we are a mature, highly diverse and international organization.
Simply put, our goal is to make a difference. We accomplish this via:
Awareness - We raise awareness of the threats and vulnerabilities that exist in the Internet today. Many individuals & organizations do not realize they are a target, nor understand who is attacking them, how, or why. We provide this information, so people can better understand that they are a target, and understand the basic measures they can take to mitigate these threats. This is provided through our Know Your Enemy series of papers.
Tools - For organizations interested in continuing their own research about cyber threats, we provide the tools and techniques we have developed. All tools are specifically licensed open source. Organizations all over the world use our tools.
Information - In addition to raising awareness, we provide details to better secure assets. Historically, information about attackers has been limited to the tools they use. We provide critical additional intelligence, such as their motives in attacking, how they communicate, when they attack systems and their actions after compromising a system. We provide this service through our Know Your Enemy whitepapers and our periodic Scan of the Month challenges.
The Honeynet Project uses GSoC as a incubator for new R&D projects, and to recruit active new members."
The Java Pathfinder Team,https://github.com/javapathfinder,"The Java Pathfinder project (JPF) was initially conceived and developed at NASA Ames Research Center in 1999. JPF was open sourced in April 2005 as one of the first ongoing NASA development projects to date, and it is now released under the Apache license, 2.0. JPF is a highly extensible Java virtual machine written in Java itself. It is used to create a variety of verification tools ranging from concurrency software model checkers to test case generators using symbolic execution. JPF is a research platform and a production tool at the same time. Although JPF has major contributions from companies and government agencies, our main user community is academic - there are ongoing collaborations with more than 20 universities worldwide. The JPF team for GSoC 2018 includes researchers from NASA Ames Research Center, Fujitsu Labs. of America, KTH Royal Institute of Technology - Sweden, Carnegie Mellon University , University of Minnesota, Stellenbosch University - ZA, Charles University - CZ, Teesside University - UK, University of Nebraska–Lincoln.
JPF is designed to be extensible. There are well-defined extension mechanisms, directory structures and build procedures, which keep the core relatively stable and provide suitable, well separated testbeds for new ideas and alternative implementations. As a consequence we host a number of such extension projects on our own, public JPF server, together with a Wiki that provides a central location for learning about, obtaining, and contributing to JPF.
JPF has been used for a variety of application domains and research topics such as verification of multi-threaded applications, graphical user interfaces, networking, and distributed applications. In addition to its continued presence in academia, JPF has matured enough to support verification of production code and frameworks such as Android. JPF is constantly being extended with support for verification of new types of properties and for new types of application domains."
The Julia Language,http://www.julialang.org,"Julia is a programming language for ease of use and performance, which is rapidly gaining momentum in all kinds of technical and scientific computing. Our community of users (including many past GSoC students!) have built state of the art packages for differential equations, machine learning, differentiable programming, mathematical optimization, physical modelling and probabilistic programming. A Summer of Code project in Julia is an opportunity to work at the bleeding edge of any of these exciting fields.
Work on the core language is welcome, but we are also acting as an umbrella organisation for several packages in the Julia ecosystem. The major ones are:
Flux, for machine learning; CuArrays.jl and the GPU programming stack; DifferentialEquations.jl, for solving differential equations; Turing.jl for probabilistic programming.
As well contributions to packages, we welcome self-contained projects that use these tools to do something interesting. For example, previous students have written speech recognition and reinforcement learning (e.g. AlphaGo) models for Flux’s model zoo, or been involved in our Neural ODEs work."
The Libreswan Project,https://libreswan.org/,Libreswan implements the IKE and IPsec standards for VPN. These standards have been created and are still maintained at the Internet Engineering Task Force (IETF) in the IPsecME Working Group. Libreswan is used as a remote access VPN as well as cloud encryption. It is known for its goal of Opportunistic Encryption which aims to encrypt the entire internet by default.
The Linux Foundation,http://www.linuxfoundation.org/,"The Linux Foundation is a non-profit consortium dedicated to fostering the growth of Linux. Founded in 2007 as a merger of the former Free Standards Group (FSG) and the former Open Source Developer Lab (OSDL), the LF sponsors the work of Linux creator Linus Torvalds and is supported by leading Linux and open source companies and developers from around the world. The Linux Foundation promotes, protects and standardizes Linux by providing unified resources and services needed for open source to successfully compete with closed platforms. For more see our About page. All software produced by us is free software published under OSI-approved licenses. See project ideas page for the license used by each project."
The Mifos Initiative,https://mifos.org,"The Mifos Initiative is a US-based 501(c)3 non-profit whose mission is to speed the elimination of poverty by leading a global community that builds, supports, and uses Mifos, a free and open source platform transforming delivery of responsible financial services to the world’s 3 billion poor and unbanked. Our project sits at the exciting confluence of open banking, fintech, mobile and financial inclusion. Our approach to technology-enabled financial inclusion unites financial institutions, local technology partners, and volunteer developers to collectively advance open source banking infrastructure so the sector can sustainably build impactful innovations in digital financial services.
More than 10 million clients are being reached by 325 financial institutions & fintech innovators who use the Mifos software to power their operations across 40+ countries. They are supported by a global community of 100 deployment partners & hundreds of volunteers.
For the past decade, we’ve been at the forefront of transformative technology for financial services to the poor. Our technology stack provides complete banking infrastructure that is cloud-native, mobile-enabled, and scalable to the billions in need. Our projects center around web & mobile apps that leverage APIs from the Apache Fineract platform & Apache Fineract CN, our latest evolution and the world's only open source application framework for digital financial services.
You'll work with a global community of brilliant minds guided by our shared vision of creating a world of 3 Billion Maries. You'll be mentored by leading fintech developers to build innovation to respond directly to the needs of the Base of the Pyramid:
Mobile Wallets & Mobile Banking Apps via USSD & Android
Apps leveraging artificial intelligence & machine learning
AngularJS based web apps for managing back office of a financial institution
Cutting edge web apps for self-service banking for the poor
Cloud-native, enterprise banking architecture"
The NetBSD Foundation,https://www.NetBSD.org/,"NetBSD is a free, fast, secure, and highly portable Unix-like Open Source operating system. It is available for a wide range of platforms, from large-scale servers and powerful desktop systems to handheld and embedded devices. Its clean design and advanced features make it excellent for use in both production and research environments, and the source code is freely available under a business-friendly license. NetBSD is developed and supported by a large and vivid international community. Many applications are readily available through pkgsrc, the NetBSD Packages Collection."
The ns-3 Network Simulator Project,https://www.nsnam.org,"Are you interested in contributing to a widely-used performance evaluation tool for computer networking research? ns-3 is a discrete-event, packet-level network simulator with an emphasis on networking research and education. Users of ns-3 can construct simulations of computer networks using models of traffic generators, protocols such as TCP/IP, and devices and channels such as Wi-Fi and LTE, and analyze or visualize the results. Simulation plays a vital role in the research and education process, because of the ability for simulations to obtain reproducible results (particularly for wireless protocol design), scale to large networks, and study systems that have not yet been implemented. A particular emphasis in ns-3 is the high degree of realism in the models (including frameworks for using real application and kernel code) and integration of the tool with virtual machine environments and testbeds. Very large scale simulations are possible; simulations of hundreds of millions of nodes have been published. ns-3 has been in development since 2005 and has been making regular releases since June 2008 (our last release was ns-3.29 in January 2019). The tool is in wide use; we provide statistics about the project on our web site (under the About/Statistics page), but in summary, we have a users mailing list (Google Groups forum) of over 8000 members as of January 2018, averaging roughly 700 posts per month. Our developers' list has over 1500 subscribers, and the code base has a total of 220 authors and around 10 active maintainers. ns-3 is operated as an open source project, originally funded with financial backing from three NSF grants and from the French government (and via help from Google Summer of Code), but with most current contributions coming from interested researchers and students worldwide. We use a GPLv2 licensing model and heavily use mailing lists, and chat for code springs, but typically not other social media."
The Perl Foundation,https://perlfoundation.org,"The Perl Foundation was founded as Yet Another Society to coordinate the efforts of numerous grass-roots Perl-based groups including International Perl Conferences (TPC/YAPC/EPC/PerlCon), the many Perl members organisations, projects, workshops and meetups. The Perl Foundation carries the legal responsibility Perl languages and websites.
Our desire is to further enhance learning of programmers of the Perl and the understanding of the Perl ecosystem and community.
Perl is an established family of languages (Perl 5 and Perl 6) that is part of almost every Linux/UNIX distribution and prevalent on may others.
We have a long history of participation in the Google Summer of Code and Google Code-in which has resulted in very successful applications and experiences. Almost all of the GSoC students have become well known Perl programmers and some have gone on to help organise international conferences in the Perl community along with developing projects, libraries and modules. The main remit of the Perl Foundation is to:
Cultivate a collaborative open source community and an ecosystem of computer language implementations collectively known as ""Perl""
Foster the creation of complementary tools, libraries, extensions, and applications around Perl
Promoting Perl to members of the general public through the use of open source licensing
Educating members of the general public in the application of Perl
Advancing Perl through scientific research and development
Receiving and administering funds to aid, support and assist by gifts, grants, contributions or otherwise other persons or organizations of any kind, provided that such activities are consistent with the foregoing purposes.
The Perl Foundation supports a large number of online, and offline, resources and meetings to further enhance Perl as a valuable language in the modern programmer's toolbox."
The Postgres Operator,https://github.com/zalando-incubator/postgres-operator,"The Postgres operator manages PostgreSQL clusters on Kubernetes::
The operator watches additions, updates, and deletions of PostgreSQL cluster manifests and changes the running clusters accordingly. For example, when a user submits a new manifest, the operator fetches that manifest and spawns a new Postgres cluster along with all necessary entities such as Kubernetes StatefulSets and Postgres roles.
The operator also watches updates to its own configuration and alters running Postgres clusters if necessary. For instance, if a pod docker image is changed, the operator carries out the rolling update. That is, the operator re-spawns one-by-one pods of each Postgres cluster it manages with the new Docker image.
Finally, the operator periodically synchronizes the actual state of each Postgres cluster with the desired state defined in the cluster's manifest."
The Processing Foundation,http://processingfoundation.org,"The Processing Foundation was founded in 2012 after more than a decade of work with the original Processing software. The Foundation’s mission is to promote software literacy within the visual arts, and visual literacy within technology-related fields — and to make these fields accessible to diverse communities. Our goal is to empower people of all interests and backgrounds to learn how to program and make creative work with code, especially those who might not otherwise have access to these tools and resources.
We do this by developing and distributing a group of related software projects, which includes Processing (Java), p5.js (JavaScript), and Processing.py (Python), and facilitating partnerships and collaborations with allied organizations and individuals, to build a more diverse community around software and the arts.
The Processing Foundation is specifically invested in expanding the communities of technology and the arts to include and support those who have not had equal access because of their race, gender, class, sexuality, and/or disability. We sponsor a Fellowship Program that funds exploratory, creative, and technical research; support an Advocacy Program, which focuses on nurturing diverse communities and their specific projects; produce public events that provide platforms for collaboration between our contributors; and take part in panels and talks that spread the word about the need for diversity in these fields.
At our core is the philosophy and politics of free, libre, open-source software. We see software as a medium, something that connects two things. We view it as a means for thinking and making. We believe it should be free. We believe that learning to program is not about acquiring a certain skill set, but is instead a creative and exploratory process. We believe software, and the tools to learn it, should be accessible to everyone. We believe software literacy and an understanding of media of all kinds is essential knowledge for today."
The Terasology Foundation,https://terasology.org/,"The Organization
The Terasology Foundation hosts Terasology, DestinationSol, and a series of related work aimed at making game development in Java easy and fun
After participating in programs like GSOC and GCI for years we've become a registered non-profit (previously we went by ""MovingBlocks""), and look forward to years more of educational awareness, challenging architecture, powerful developer workspaces, fun content, and much more
Our contributors are a diverse mix of software developers, designers, game testers, graphic artists, and musicians of all ages. We encourage and appreciate contributions from everybody, and try to be as warm and welcoming as possible to newcomers
Our Games
Terasology is a highly extensible open source voxel-based game. Born from a Minecraft-inspired tech demo, it is gradually becoming a stable platform for all sorts of gameplay settings in a voxel world
From the ground up, Terasology was built to be a super hackable and modular game. We host a large amount of game content modules under the Terasology organization on GitHub, all community maintained. We welcome new ideas, both crazy and well thought-out for modules and game extensions from anyone and everyone, so feel free to talk to us on IRC, Discord, or Slack.
Destination Sol is a fun little space arcade shooter we adopted as open source to learn more about LibGDX, releasing on Steam and Google Play, and to have somewhere to apply our frameworks.
Architecture
Our engine is meant to be light, secure, and flexible, even excluding such basics as inventory, health, creatures, or combat. Game distributions then include modules that provide basic gameplay.
Content is wrapped in modules ranging from tiny frameworks supporting commonly needed utility to large gameplay templates. Creating a new module is as easy as running a single command, same for fetching source for any existing community module.
The game itself can auto-download modules if needed with full dependency resolution included!"
The Vega Project at the University of Washington,http://vega.github.io/,"Over years working in data visualization, we’ve sought to build tools that help designers craft sophisticated graphics, including systems such as Prefuse, Protovis and D3.js. However, in the grand scheme of things, “artisanal” visualizations hand-coded by skilled designers are the exception, not the rule. The vast majority of the world’s visualizations instead are produced using end-user applications such as spreadsheets and business intelligence tools. While valuable, these tools often fall short of fully supporting the iterative, interactive process of data analysis. Improved tools could help a larger swath of people create effective visualizations and better understand their data. The goal of the Vega project is to promote an ecosystem of usable and interoperable visualization tools, supporting use cases ranging from exploratory data analysis to effective communication via custom visualization design. This goal has led us to develop not a singular system, but rather a stack of tools for interactive data visualization. At the foundation of this stack is the Vega visualization grammar. Similar to how SQL provides a language for expressing database queries, Vega provides a declarative language for describing interactive visualizations with primitive building blocks such as data, transforms, marks, and event streams. On top of Vega, Vega-Lite provides a concise language for rapidly generating statistical graphics to support data analysis. With Vega and Vega-Lite, we have built a number of graphical user interfaces including the Voyager visualization tool, which blends manual and automated chart authoring to facilitate exploratory data analysis. Tools from the Vega ecosystems have been adopted by the Jupyter/Python data science communities, Wikipedia, and leading tech companies including Apple, Google, Microsoft, Netflix, FitBit, and Twitter."
The Wine Project,https://www.winehq.org/,"Wine (originally an acronym for ""Wine Is Not an Emulator"") is a compatibility layer capable of running Windows applications on several POSIX-compliant operating systems, such as Linux, macOS, Android, Solaris & BSD. Instead of simulating internal Windows logic like a virtual machine or emulator, Wine translates Windows API calls into POSIX calls on-the-fly, eliminating the performance and memory penalties of other methods and allowing you to cleanly integrate Windows applications into your desktop."
TimVideos.us,https://code.timvideos.us,"TimVideos.us is a group of exciting projects which together create a system for doing both recording and live event streaming for conferences, meetings, user groups and other presentations.
We hope that, through our projects, the costs and expertise currently required to produce live streaming events will be reduced to near zero. We wish to develop a system where everyone has the ability to record presentations and host live remote participants across the globe.
Our projects include simple web development, to real time live video mixing software, to hardware and electronics! One of our biggest projects is the HDMI2USB.tv project.
HDMI2USB.tv: Open video capture hardware + firmware
The HDMI2USB project develops affordable hardware options to record and stream HD videos (from HDMI & DisplayPort sources) for conferences, meetings and user groups.
We are currently developing our own hardware (the Numato Opsis), and also provide firmware for various prototyping boards.
HDMI2USB started in 2013, and is an active ongoing project in its third iteration of hardware prototyping. Today you can download working firmware and have real capture happen. Get involved in contributing code both to the capture software + FPGA stack
Our aim is this becomes the defacto, incredibly affordable and easy to use video recording hardware for conferences, meetings and user groups worldwide.
Find out more about HDMI2USB and why we're doing this in ABOUT + FAQ"
Tokio,https://tokio.rs,"Tokio is an open source library providing an asynchronous, event driven platform for building fast, reliable, and lightweight network applications. It leverages Rust's ownership and concurrency model to ensure thread safety."
Tungsten Fabric,https://tungsten.io,"Many clouds
This is now a multicloud world. Companies are developing applications designed to work in the cloud (cloud native), but are finding that there isn't a single cloud offering that meets all of their requirements. Combinations of private and public clouds (hybrid multicloud) are necessary to deliver the services required for their business needs.
Maintaining the communication between all of these clouds (the network fabric) can be complicated. Each one can have its own APIs and policies. Making sure everything stays up to date and secure is time consuming and error prone.
That's where we come in.
One (Tungsten) Fabric
Tungsten Fabric is a secure software defined networking project designed for the cloud native, multicloud environment. Placing it on top of any IP network allows you to have a single portal for defining, monitoring, and analyzing your entire multicloud network, its security, and its performance.
Using Tungsten Fabric, you can write and deploy network and security policies that are portable to any cloud environment. All of your clouds can have a consistent and easily maintainable configuration. Standardized policies will make your security team happy, too.
Internet scale
Tungsten Fabric is designed from the ground up to be as fast, as secure, and as scaleable as you need. From small private networks to Tier 1 ISPs, Tungsten Fabric can handle it…and we have users and contributors from both and everything in between! Working with Tungsten Fabric will give you a lot of experience with and knowledge about our industry.
Join us!"
UCSC Xena,http://xena.ucsc.edu,"UCSC Xena helps biologists, both with and without computation skills, to visualize and analyze cancer genomics datasets. Our web-based data browser enables cancer researchers around the world to discover trends and test their hypotheses. Unique in the medical genomics research field, we allow users to easily view both large public resources generated by consortium around the world AND their own data or data from a publication. We accomplish this using a decoupled server-client architecture, where data is distributed across both public and private servers while being securely combined and visualized in one web-based browser.
While we are funded nationally by NCI, our users are international, with only ~40% of our traffic coming from the United States. We are committed to open-source software and aim to make our code as reusable as possible (e.g. our static interval tree[http://biojs.io/d/static-interval-tree] and KM statistics[http://biojs.io/d/kaplan-meier]).
Students we mentor will have the benefit of being part of both a small, focused development team and also having access to the community resources of the larger UCSC Genomics Institute[https://ucscgenomics.soe.ucsc.edu/], whose mission is to create advanced technologies and open-source genomics platforms to unravel evolutionary patterns, molecular processes and the underpinnings of disease.
We aim to ensure that our students gain new knowledge and skills as well as contribute ideas and code to the project. We are committed to putting the code from students out to production and into the world where it is used by real cancer researchers. In addition, we are always looking for long-term collaborators and growing our development team. If you're interested in doing your Google Summer of Code project on cancer genomics, statistics, data visualization, or functional programing, let us know! No prior knowledge of cancer or biology required."
VideoLAN,https://www.videolan.org,"The team behind VLC media player is the biggest team at VideoLAN. VideoLAN itself is a non-profit organization headquartered in Paris, France, lead and composed by a team of volunteers, that believes in the power of open source when dealing with multimedia. It began as a student driven university project at Ecole Centrale Paris in 1996.
Since 2001, VLC developed steadily from a GNU/Linux-only network stream player to a fully fledged media player and streaming server architecture available for GNU/Linux, BSD, MS Windows, macOS, iOS, tvOS, Android and OS/2. We estimate an installed base on MS Windows of 320,000,000 copies along with 30,000,000 on OS X and uncountable copies on GNU/Linux and BSD. Recently, we crossed 3 billion downloads of all versions over the project life time.
While we are a small team of about 12 people, our mission is to get VLC out to as many user as possible on virtually any platform. The whole VideoLAN community is around 25 people, all working in different projects, like VLC, dav1d, rav1e, x264 or VLMC."
